,KeggID,Description
2420,gn:T02432,"rtr; Rhizobium tropici CIAT 899, endosymbiont of Phaseolus vulgaris"
2421,gn:T02433,smaf; Serratia sp. FGI94
2422,gn:T02434,tae; Tepidanaerobacter acetatoxydans Re1
2423,gn:T02435,acy; Anabaena cylindrica PCC 7122
2424,gn:T02436,msd; Myxococcus stipitatus DSM 14675
2425,gn:T02437,lir; Lawsonia intracellularis N343
2426,gn:T02438,rae; Riemerella anatipestifer RA-CH-2
2427,gn:T02439,"udi; Candidatus Uzinura diaspidicola ASNER, endosymbiont of armoured scale insects"
2428,gn:T02440,css; Thermoclostridium stercorarium subsp. stercorarium DSM 8532 (Clostridium stercorarium subsp. stercorarium DSM 8532)
2429,gn:T02441,ndo; Nonlabens dokdonensis DSW-6
2430,gn:T02442,ggo; Gorilla gorilla gorilla (western lowland gorilla)
2431,gn:T02443,ola; Oryzias latipes (Japanese medaka)
2432,gn:T02444,mli; Mycobacterium liflandii 128FXT
2433,gn:T02445,ecoa; Escherichia coli APEC O78 (APEC)
2434,gn:T02446,"bbq; Blattabacterium sp. Tarazona, endosymbiont of Blatta orientalis (oriental cockroach)"
2435,gn:T02447,ear; Klebsiella aerogenes EA1509E (Enterobacter aerogenes EA1509E)
2436,gn:T02448,smw; Serratia marcescens WW4
2437,gn:T02449,swa; Staphylococcus warneri SG1
2438,gn:T02450,cpsa; Chlamydia psittaci Mat116 (Chlamydophila psittaci Mat116)
2439,gn:T02451,mbk; Mycobacterium tuberculosis variant bovis BCG Korea 1168P (Mycobacterium bovis BCG Korea 1168P)
2440,gn:T02452,sacn; Sulfolobus acidocaldarius N8
2441,gn:T02453,sacr; Sulfolobus acidocaldarius Ron12/I
2442,gn:T02454,efm; Enterococcus faecium ATCC 8459 = NRRL B-2354
2443,gn:T02455,ggh; Geobacillus sp. GHH01
2444,gn:T02456,ppz; Pseudomonas poae RE*1-1-14
2445,gn:T02457,cua; Corynebacterium urealyticum DSM 7111
2446,gn:T02458,lpt; Lactobacillus plantarum ZJ316
2447,gn:T02459,bsx; Bacillus subtilis XF-1
2448,gn:T02460,btt; Bacillus thuringiensis serovar kurstaki HD73
2449,gn:T02461,csz; Cronobacter sakazakii Sp291
2450,gn:T02462,bami; Bacillus amyloliquefaciens IT-45
2451,gn:T02463,"kbt; Candidatus Kinetoplastibacterium blastocrithidii TCC012E, endosymbiont of Strigomonas culicis"
2452,gn:T02464,"kct; Candidatus Kinetoplastibacterium crithidii TCC036E, endosymbiont of Angomonas deanei"
2453,gn:T02465,"kde; Candidatus Kinetoplastibacterium desouzaii TCC079E, endosymbiont of Angomonas desouzai"
2454,gn:T02466,"kga; Candidatus Kinetoplastibacterium galatii TCC219, endosymbiont of Strigomonas galati"
2455,gn:T02467,csr; Clostridium saccharoperbutylacetonicum N1-4(HMT)
2456,gn:T02468,syz; Synechocystis sp. PCC 6803
2457,gn:T02469,baus; Bartonella australis Aust/NH1
2458,gn:T02470,bvn; Bartonella vinsonii subsp. berkhoffii Winnie
2459,gn:T02471,"kon; Candidatus Kinetoplastibacterium oncopeltii TCC290E, endosymbiont of Strigomonas oncopelti"
2460,gn:T02472,chn; Corynebacterium halotolerans YIM 70093 = DSM 44683
2461,gn:T02473,dsf; Desulfocapsa sulfexigens DSM 10523
2462,gn:T02474,btht; Bacillus thuringiensis serovar thuringiensis IS5056
2463,gn:T02475,dmc; Dehalococcoides mccartyi BTF08
2464,gn:T02476,dmd; Dehalococcoides mccartyi DCMB5
2465,gn:T02477,mmaz; Methanosarcina mazei Tuc01
2466,gn:T02478,nmo; Natronomonas moolapensis 8.8.11
2467,gn:T02479,senj; Salmonella enterica subsp. enterica serovar Javiana CFSAN001992
2468,gn:T02480,baml; Bacillus velezensis UCMB5036 (Bacillus amyloliquefaciens subsp. plantarum UCMB5036)
2469,gn:T02481,dpi; Pseudodesulfovibrio piezophilus C1TLV30 (Desulfovibrio piezophilus C1TLV30)
2470,gn:T02482,hho; Hydrogenobaculum sp. HO
2471,gn:T02483,bprc; Beta proteobacterium CB
2472,gn:T02484,"aol; Bradyrhizobium oligotrophicum S58 (Agromonas oligotrophica S58), endosymbiont of Aeschynomene indica"
2473,gn:T02485,lls; Lactococcus lactis subsp. lactis IO-1
2474,gn:T02486,csv; Cucumis sativus (cucumber)
2475,gn:T02487,kaf; Kazachstania africana CBS 2517
2476,gn:T02488,cot; Candida orthopsilosis Co 90-125
2477,gn:T02489,tbl; Tetrapisispora blattae CBS 6284
2478,gn:T02490,pcy; Plasmodium cynomolgi B
2479,gn:T02491,abad; Acinetobacter baumannii D1279779
2480,gn:T02492,bex; Pseudobdellovibrio exovorus JSS (Bdellovibrio exovorus JSS)
2481,gn:T02493,ctri; Chlamydia trachomatis IU824
2482,gn:T02494,hcb; Helicobacter cinaedi CCUG 18818 = ATCC BAA-847 (Helicobacter cinaedi ATCC BAA-847)
2483,gn:T02495,rhd; Rhodanobacter denitrificans 2APBS1
2484,gn:T02496,mmk; Morganella morganii subsp. morganii KT
2485,gn:T02497,"smel; Sinorhizobium meliloti 2011, endosymbiont of legume plants"
2486,gn:T02498,sphm; Sphingomonas sp. MM-1
2487,gn:T02499,spym; Streptococcus pyogenes M1 476 (serotype M1)
2488,gn:T02500,xao; Xanthomonas axonopodis Xac29-1
2489,gn:T02501,aym; Ilumatobacter coccineus YM16-304
2490,gn:T02502,aza; Azoarcus sp. KH32C
2491,gn:T02503,bsh; Bacillus subtilis subsp. subtilis 6051-HGW
2492,gn:T02504,bto; Bibersteinia trehalosi USDA-ARS-USMARC-192
2493,gn:T02505,btp; Bifidobacterium thermophilum RBL67
2494,gn:T02506,laa; Candidatus Liberibacter asiaticus gxpsy
2495,gn:T02507,ccn; Corynebacterium callunae DSM 20147
2496,gn:T02508,cgu; Corynebacterium glutamicum K051
2497,gn:T02509,etc; Edwardsiella piscicida C07-087
2498,gn:T02510,hpyo; Helicobacter pylori OK113
2499,gn:T02511,lpu; Legionella pneumophila subsp. pneumophila LPE509 (Legionella pneumophila subsp. pneumophila Philadelphia 1)
2500,gn:T02512,lmoe; Listeria monocytogenes La111 (serotype 1/2a)
2501,gn:T02513,lmob; Listeria monocytogenes N53-1 (serotype 1/2a)
2502,gn:T02514,pec; Pectobacterium parmentieri SCC3193 (Pectobacterium sp. SCC3193)
2503,gn:T02515,psy; Psychromonas sp. CNPT3
2504,gn:T02516,hys; Hydrogenobaculum sp. SN
2505,gn:T02517,man; Micavibrio aeruginosavorus EPB
2506,gn:T02518,sdv; Streptomyces davaonensis JCM 4913 (Streptomyces davawensis JCM 4913)
2507,gn:T02519,xci; Xanthomonas citri subsp. citri Aw12879
2508,gn:T02520,bsy; Bacillus subtilis subsp. subtilis BAB-1
2509,gn:T02521,"pld; Candidatus Portiera aleyrodidarum TV, endosymbiont of Trialeurodes vaporarium"
2510,gn:T02522,mht; Mannheimia haemolytica USDA-ARS-USMARC-185
2511,gn:T02523,mhq; Mannheimia haemolytica USDA-ARS-USMARC-183
2512,gn:T02524,pdr; Pseudomonas sp. ATCC 13867 (Pseudomonas denitrificans ATCC 13867)
2513,gn:T02525,"blp; Blattabacterium cuenoti BPAA, endosymbiont of Panesthia angustipennis"
2514,gn:T02526,mtn; Mycobacterium tuberculosis Erdman = ATCC 35801
2515,gn:T02527,csd; Thermoclostridium stercorarium subsp. stercorarium DSM 8532 (Clostridium stercorarium subsp. stercorarium DSM 8532)
2516,gn:T02528,lbk; Levilactobacillus brevis KB290 (Lactobacillus brevis KB290)
2517,gn:T02529,tol; Thalassolituus oleivorans MIL-1
2518,gn:T02530,cmc; Clavibacter michiganensis subsp. nebraskensis NCPPB 2581
2519,gn:T02531,sho; Streptomyces hygroscopicus subsp. jinggangensis TL01
2520,gn:T02532,tar; Thermoplasmatales archaeon BRNA1
2521,gn:T02533,pom; Polaribacter sp. MED152
2522,gn:T02534,bbru; Bifidobacterium breve UCC2003
2523,gn:T02535,gps; Paraglaciecola psychrophila 170 (Glaciecola psychrophila 170)
2524,gn:T02536,ssus; Streptococcus suis SC070731 (serotype 2)
2525,gn:T02537,sulr; Candidatus Sulfuricurvum sp. RIFRC-1
2526,gn:T02538,oat; Octadecabacter antarcticus 307
2527,gn:T02539,oar; Octadecabacter arcticus 238
2528,gn:T02540,ctra; Chlamydia trachomatis IU888
2529,gn:T02541,ecok; Escherichia coli K-12 MDS42
2530,gn:T02542,hpyl; Helicobacter pylori OK310
2531,gn:T02543,rpl; Rickettsia prowazekii Breinl
2532,gn:T02544,rpn; Rickettsia prowazekii NMRC Madrid E
2533,gn:T02545,salb; Streptomyces albidoflavus J1074 (Streptomyces albus J1074)
2534,gn:T02546,ctrk; Chlamydia trachomatis K/SotonK1
2535,gn:T02547,ctrb; Chlamydia trachomatis E/Bour
2536,gn:T02548,ctru; Chlamydia trachomatis L2b/UCH-2
2537,gn:T02549,ctrl; Chlamydia trachomatis L2b/LST
2538,gn:T02550,ctrn; Chlamydia trachomatis L3/404/LN
2539,gn:T02551,ctrd; Chlamydia trachomatis D/SotonD1
2540,gn:T02552,ctrf; Chlamydia trachomatis F/SotonF3
2541,gn:T02553,ctrg; Chlamydia trachomatis G/SotonG1
2542,gn:T02554,ctrv; Chlamydia trachomatis L2b/CV204
2543,gn:T02555,ctre; Chlamydia trachomatis E/SotonE4
2544,gn:T02556,ctrs; Chlamydia trachomatis E/SotonE8
2545,gn:T02557,ctrp; Chlamydia trachomatis L1/1322/p2
2546,gn:T02558,ctrm; Chlamydia trachomatis L2b/Ams1
2547,gn:T02559,ctrr; Chlamydia trachomatis L2/25667R
2548,gn:T02560,ctro; Chlamydia trachomatis D/SotonD5
2549,gn:T02561,ctrt; Chlamydia trachomatis D/SotonD6
2550,gn:T02562,ctrq; Chlamydia trachomatis A/363
2551,gn:T02563,ctrx; Chlamydia trachomatis A/5291
2552,gn:T02564,ctrz; Chlamydia trachomatis A/7249
2553,gn:T02565,ctrh; Chlamydia trachomatis Ia/SotonIa1
2554,gn:T02566,ctrj; Chlamydia trachomatis Ia/SotonIa3
2555,gn:T02567,ctlc; Chlamydia trachomatis L2b/Canada1
2556,gn:T02568,ctln; Chlamydia trachomatis L2b/Canada2
2557,gn:T02569,ctlj; Chlamydia trachomatis L1/115
2558,gn:T02570,ctlx; Chlamydia trachomatis L1/224
2559,gn:T02571,ctll; Chlamydia trachomatis L1/440/LN
2560,gn:T02572,ctlb; Chlamydia trachomatis L2b/795
2561,gn:T02573,ctlq; Chlamydia trachomatis L2b/8200/07
2562,gn:T02574,ctla; Chlamydia trachomatis L2b/Ams2
2563,gn:T02575,ctlm; Chlamydia trachomatis L2b/Ams3
2564,gn:T02576,ctls; Chlamydia trachomatis L2b/Ams4
2565,gn:T02577,ctlz; Chlamydia trachomatis L2b/Ams5
2566,gn:T02578,ash; Alistipes shahii WAL 8301
2567,gn:T02579,bxy; Bacteroides xylanisolvens XB1A
2568,gn:T02580,blg; Bifidobacterium longum subsp. longum F8
2569,gn:T02581,bfi; Butyrivibrio fibrisolvens 16/4
2570,gn:T02582,mhb; Candidatus Mycoplasma haemominutum 'Birmingham 1'
2571,gn:T02583,coo; Coprococcus sp. ART55/1
2572,gn:T02584,cct; Coprococcus catus GD/7
2573,gn:T02585,ene; Enterococcus faecalis 7L76
2574,gn:T02586,euc; Faecalitalea cylindroides T2-87 (Eubacterium cylindroides T2-87)
2575,gn:T02587,ert; Eubacterium rectale DSM 17629 (Agathobacter rectalis DSM 17629)
2576,gn:T02588,era; Eubacterium rectale M104/1 (Agathobacter rectalis M104/1)
2577,gn:T02589,esr; Eubacterium siraeum V10Sc8a
2578,gn:T02590,esu; Eubacterium siraeum 70/3
2579,gn:T02591,fpr; Faecalibacterium prausnitzii L2-6
2580,gn:T02592,fpa; Faecalibacterium prausnitzii SL3/3
2581,gn:T02593,mhg; Megamonas hypermegale ART12/1
2582,gn:T02594,mfp; Mycoplasmopsis fermentans PG18 (Mycoplasma fermentans PG18)
2583,gn:T02595,mmym; Mycoplasma mycoides subsp. mycoides SC Gladysdale
2584,gn:T02596,mpb; Mycoplasma pneumoniae M129-B7
2585,gn:T02597,rix; Roseburia intestinalis XB6B4
2586,gn:T02598,rim; Roseburia intestinalis M50/1
2587,gn:T02600,rch; Ruminococcus champanellensis 18P13
2588,gn:T02601,rum; Ruminococcus sp. SR1/5
2589,gn:T02602,sbr; Fretibacterium fastidiosum (Synergistetes bacterium SGP1)
2590,gn:T02603,tat; Taylorella asinigenitalis 14/45
2591,gn:T02604,teg; Taylorella equigenitalis 14/56
2592,gn:T02605,rob; Blautia obeum A2-162
2593,gn:T02606,rto; Ruminococcus torques L2-14
2594,gn:T02607,bso; Bacillus subtilis subsp. natto BEST195
2595,gn:T02608,arp; Arthrospira platensis NIES-39
2596,gn:T02609,gpa; Gordonibacter pamelaeae 7-10-1-b
2597,gn:T02610,bprm; Butyrate-producing bacterium SM4/1
2598,gn:T02611,bprs; Butyrate-producing bacterium SS3/4
2599,gn:T02612,bprl; Anaerostipes hadrus SSC/2 (Butyrate-producing bacterium SSC/2)
2600,gn:T02613,meo; Candidatus Moranella endobia PCVAL
2601,gn:T02614,cso; Clostridium cf. saccharolyticum K10
2602,gn:T02615,eclo; Enterobacter hormaechei NCTC 9394
2603,gn:T02616,mtj; Mycobacterium tuberculosis Beijing/NITR203
2604,gn:T02617,mtub; Mycobacterium tuberculosis 7199-99
2605,gn:T02618,"saum; Staphylococcus aureus M1, methicillin-resistant"
2606,gn:T02619,strp; Streptomyces sp. PAMC 26508
2607,gn:T02620,sic; Sulfolobus islandicus LAL14/1
2608,gn:T02621,ctlf; Chlamydia trachomatis L2/434/Bu(f)
2609,gn:T02622,ctli; Chlamydia trachomatis L2/434/Bu(i)
2610,gn:T02623,ecas; Enterococcus casseliflavus EC20
2611,gn:T02624,max; Candidatus Methanomethylophilus alvus Mx1201
2612,gn:T02625,ror; Raoultella ornithinolytica B6
2613,gn:T02626,hhm; Helicobacter heilmannii ASB1.4
2614,gn:T02627,psg; Pseudomonas aeruginosa B136-33
2615,gn:T02628,spne; Streptococcus pneumoniae SPN034156 (serotype 3)
2616,gn:T02629,spnu; Streptococcus pneumoniae SPN034183 (serotype 3)
2617,gn:T02630,spnm; Streptococcus pneumoniae SPN994038 (serotype 3)
2618,gn:T02631,spno; Streptococcus pneumoniae SPN994039 (serotype 3)
2619,gn:T02632,pra; Cutibacterium avidum 44067 (Propionibacterium avidum 44067)
2620,gn:T02633,avl; Azotobacter vinelandii CA
2621,gn:T02634,avd; Azotobacter vinelandii CA6
2622,gn:T02635,mhx; Mannheimia haemolytica M42548
2623,gn:T02636,mre; Meiothermus ruber DSM 1279
2624,gn:T02637,mput; Mycoplasma putrefaciens Mput9231
2625,gn:T02638,pach; Cutibacterium acnes HL096PA1 (Propionibacterium acnes HL096PA1)
2626,gn:T02639,setu; Salmonella enterica subsp. enterica serovar Typhimurium U288
2627,gn:T02640,"wen; Wolbachia sp. wHa, endosymbiont of Drosophila simulans"
2628,gn:T02641,"wed; Wolbachia sp. wNo, endosymbiont of Drosophila simulans"
2629,gn:T02642,ast; Archaeoglobus sulfaticallidus PM70-1
2630,gn:T02643,baci; Bacillus sp. 1NLA3E
2631,gn:T02644,btd; Burkholderia thailandensis MSMB121
2632,gn:T02645,cpas; Clostridium pasteurianum BC1
2633,gn:T02646,hdt; Hyphomicrobium denitrificans 1NES1
2634,gn:T02647,lad; Lactobacillus acidophilus La-14
2635,gn:T02648,sent; Salmonella enterica subsp. enterica serovar Typhi Ty21a
2636,gn:T02649,soi; Streptococcus cristatus AS 1.3089 (Streptococcus oligofermentans AS 1.3089)
2637,gn:T02650,sfi; Streptomyces fulvissimus DSM 40593
2638,gn:T02651,tpb; Treponema pallidum Fribourg-Blanc
2639,gn:T02652,mtuc; Mycobacterium tuberculosis CAS/NITR204
2640,gn:T02653,mtue; Mycobacterium tuberculosis EAI5/NITR206
2641,gn:T02654,mtuh; Mycobacterium tuberculosis Haarlem/NITR202
2642,gn:T02655,actn; Actinoplanes sp. N902-109
2643,gn:T02656,sagl; Streptococcus agalactiae 2-22 (serotype Ib)
2644,gn:T02657,dgi; Desulfoscipio gibsoniae DSM 7213
2645,gn:T02658,hpyr; Helicobacter pylori UM032
2646,gn:T02659,hpyi; Helicobacter pylori UM037
2647,gn:T02660,hpyu; Helicobacter pylori UM066
2648,gn:T02661,hpym; Helicobacter pylori UM299
2649,gn:T02662,mao; Mycobacterium avium subsp. paratuberculosis MAP4
2650,gn:T02663,tmm; Thermotoga maritima MSB8
2651,gn:T02664,loa; Loa loa (eye worm)
2652,gn:T02665,sly; Solanum lycopersicum (tomato)
2653,gn:T02666,fve; Fragaria vesca (woodland strawberry)
2654,gn:T02667,acan; Acanthamoeba castellanii Neff
2655,gn:T02668,dfa; Cavenderia fasciculata (cellular slime mold) (Dictyostelium fasciculatum)
2656,gn:T02669,lff; Limosilactobacillus fermentum F-6 (Lactobacillus fermentum F-6)
2657,gn:T02670,lpr; Lactiplantibacillus plantarum subsp. plantarum P-8 (Lactobacillus plantarum subsp. plantarum P-8)
2658,gn:T02671,pprc; Pseudomonas protegens CHA0
2659,gn:T02672,ssut; Streptococcus suis TL13 (serotype 16)
2660,gn:T02673,saal; Candidatus Saccharimonas aalborgensis
2661,gn:T02674,nzs; Strawberry lethal yellows phytoplasma (CPA) NZSb11
2662,gn:T02675,mhyl; Mycoplasma hyopneumoniae 168-L
2663,gn:T02676,scr; Spiroplasma chrysopicola DF-1
2664,gn:T02677,ssyr; Spiroplasma syrphidicola EA-1
2665,gn:T02678,aoi; Amycolatopsis keratiniphila HCCB10007 (Amycolatopsis orientalis HCCB10007)
2666,gn:T02679,mtur; Mycobacterium tuberculosis CCDC5079
2667,gn:T02680,fus; Fusobacterium nucleatum subsp. animalis 4_8
2668,gn:T02681,ili; Idiomarina loihiensis GSL 199
2669,gn:T02682,mabb; Mycobacteroides abscessus subsp. bolletii 50594 (Mycobacterium abscessus subsp. bolletii 50594)
2670,gn:T02683,ahy; Aeromonas hydrophila ML09-119
2671,gn:T02684,buo; Caballeronia insecticola RPE64 (Burkholderia sp. RPE64)
2672,gn:T02685,ssal; Spiribacter salinus M19-40
2673,gn:T02686,sik; Streptococcus iniae SF1
2674,gn:T02687,meb; Methanobrevibacter sp. AbM4
2675,gn:T02688,ers; Erysipelothrix rhusiopathiae SY1027
2676,gn:T02689,lpm; Legionella pneumophila subsp. pneumophila Thunder Bay
2677,gn:T02690,cgs; Corynebacterium glutamicum SCgG1
2678,gn:T02691,cgg; Corynebacterium glutamicum SCgG2
2679,gn:T02692,mer; Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1
2680,gn:T02693,sali; Salinarchaeum sp. Harcht-Bsk1
2681,gn:T02694,blh; Bacillus paralicheniformis ATCC 9945a (Bacillus licheniformis 9945A)
2682,gn:T02695,mis; Micromonas commoda RCC299 (Micromonas sp. RCC299)
2683,gn:T02696,mpp; Micromonas pusilla CCMP1545
2684,gn:T02697,hpaz; Glaesserella parasuis ZJ0906 (Haemophilus parasuis ZJ0906)
2685,gn:T02698,lpz; Lactiplantibacillus plantarum 16 (Lactobacillus plantarum 16)
2686,gn:T02699,ccz; Chthonomonas calidirosea T49
2687,gn:T02700,enr; Enterobacter sp. R4-368
2688,gn:T02701,lrt; Lactobacillus reuteri I5007
2689,gn:T02702,"sauc; Staphylococcus aureus CA-347, methicillin-resistant"
2690,gn:T02703,sagm; Streptococcus agalactiae 09mas018883
2691,gn:T02704,sagi; Streptococcus agalactiae ILRI005
2692,gn:T02705,sagr; Streptococcus agalactiae ILRI112
2693,gn:T02706,pput; Pseudomonas putida H8234
2694,gn:T02707,ppun; Pseudomonas putida NBRC 14164
2695,gn:T02708,pre; Pseudomonas resinovorans NBRC 106553
2696,gn:T02709,tpw; Treponema pallidum subsp. pallidum Nichols
2697,gn:T02710,srl; Serratia plymuthica 4Rx13
2698,gn:T02711,prp; Pseudomonas aeruginosa RP73
2699,gn:T02712,bani; Bifidobacterium animalis subsp. lactis Bl12
2700,gn:T02713,fac; Ferroplasma acidarmanus fer1
2701,gn:T02714,cter; Corynebacterium terpenotabidum Y-11
2702,gn:T02715,pso; Psychrobacter sp. G
2703,gn:T02716,sry; Serratia plymuthica S13
2704,gn:T02717,"saur; Staphylococcus aureus Bmb9393, methicillin-resistant"
2705,gn:T02718,scu; Sorangium cellulosum So0157-2
2706,gn:T02719,amh; Alteromonas mediterranea 615 (Alteromonas macleodii English Channel 615)
2707,gn:T02720,amal; Alteromonas mediterranea U4 (Alteromonas macleodii Ionian Sea U4)
2708,gn:T02721,amae; Alteromonas mediterranea U7 (Alteromonas macleodii Ionian Sea U7)
2709,gn:T02722,amao; Alteromonas mediterranea U8 (Alteromonas macleodii Ionian Sea U8)
2710,gn:T02723,amad; Alteromonas mediterranea UM4b (Alteromonas macleodii Ionian Sea UM4b)
2711,gn:T02724,amai; Alteromonas mediterranea UM7 (Alteromonas macleodii Ionian Sea UM7)
2712,gn:T02725,rsm; Ralstonia solanacearum CMR15
2713,gn:T02726,abj; Acinetobacter baumannii BJAB07104
2714,gn:T02727,abab; Acinetobacter baumannii BJAB0715
2715,gn:T02728,abaj; Acinetobacter baumannii BJAB0868
2716,gn:T02729,lcl; Lactobacillus paracasei LOCK919 (Lactobacillus casei LOCK919)
2717,gn:T02730,lro; Lactobacillus rhamnosus LOCK900
2718,gn:T02731,lrc; Lactobacillus rhamnosus LOCK908
2719,gn:T02732,myo; Mycobacterium intracellulare subsp. yongonense 05-1390 (Mycobacterium yongonense 05-1390)
2720,gn:T02733,sbz; Salmonella bongori N268-08
2721,gn:T02734,seec; Salmonella enterica subsp. enterica serovar Cubana CFSAN002050
2722,gn:T02735,senh; Salmonella enterica subsp. enterica serovar Heidelberg CFSAN002069
2723,gn:T02736,seeh; Salmonella enterica subsp. enterica serovar Heidelberg 41578
2724,gn:T02737,setc; Salmonella enterica subsp. enterica serovar Typhimurium var. 5- CFSAN001921
2725,gn:T02738,"seen; Salmonella enterica subsp. enterica serovar 4,[5],12:i:- str. 08-1736"
2726,gn:T02739,seeb; Salmonella enterica subsp. enterica serovar Bareilly CFSAN000189
2727,gn:T02740,slq; Serratia liquefaciens ATCC 27592
2728,gn:T02741,sdi; Spiroplasma diminutum CUAS-1
2729,gn:T02742,stai; Spiroplasma taiwanense CT-1
2730,gn:T02743,spyh; Streptococcus pyogenes HSC5 (serotype M14)
2731,gn:T02744,lhv; Lactobacillus helveticus CNRZ32
2732,gn:T02745,lrr; Lactobacillus reuteri TD1
2733,gn:T02746,mhae; Mannheimia haemolytica D153
2734,gn:T02747,mham; Mannheimia haemolytica D171
2735,gn:T02748,mhao; Mannheimia haemolytica D174
2736,gn:T02749,mtx; Mycobacterium tuberculosis EAI5
2737,gn:T02750,mhyo; Mycoplasma hyopneumoniae 7422
2738,gn:T02751,rse; Ralstonia solanacearum FQY_4
2739,gn:T02752,apd; Anaplasma phagocytophilum Dog2
2740,gn:T02753,apy; Anaplasma phagocytophilum HZ2
2741,gn:T02754,apha; Anaplasma phagocytophilum JM
2742,gn:T02755,abl; Aliarcobacter butzleri 7h1h
2743,gn:T02756,bpse; Burkholderia pseudomallei MSHR305
2744,gn:T02757,hem; Helicobacter pylori UM298
2745,gn:T02758,mhal; Mannheimia haemolytica USMARC_2286
2746,gn:T02759,cjz; Campylobacter jejuni 32488
2747,gn:T02760,vpk; Vibrio parahaemolyticus O1:K33 CDC_K4557
2748,gn:T02761,vpf; Vibrio parahaemolyticus O1:Kuk FDA_R31
2749,gn:T02762,ctjt; Chlamydia trachomatis J/6276tet1
2750,gn:T02763,ctcf; Chlamydia trachomatis RC-F/69
2751,gn:T02764,ctfs; Chlamydia trachomatis RC-F(s)/342
2752,gn:T02765,cthf; Chlamydia trachomatis RC-F(s)/852
2753,gn:T02766,ctcj; Chlamydia trachomatis RC-J/943
2754,gn:T02767,cthj; Chlamydia trachomatis RC-J/953
2755,gn:T02768,ctmj; Chlamydia trachomatis RC-J/966
2756,gn:T02769,cttj; Chlamydia trachomatis RC-J/971
